SeasonEnd,Team,Playoffs,W,PTS,oppPTS,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV
1998,Detroit Pistons,0,37,7721,7592,2862,6373,2569,5435,293,938,1704,2288,1044,2338,1597,678,344,1198
1998,Golden State Warriors,0,19,7237,7985,2845,6883,2656,6187,189,696,1358,1912,1288,2473,1708,621,448,1369
1998,Houston Rockets,1,41,8099,8161,2946,6513,2373,4843,573,1670,1634,2120,987,2350,1799,686,294,1298
1998,Indiana Pacers,1,58,7874,7375,2921,6223,2520,5194,401,1029,1631,2136,874,2348,1889,645,368,1168
1998,Los Angeles Clippers,0,17,7865,8469,2930,6690,2405,5222,525,1468,1480,2047,1040,2276,1533,625,456,1323
1998,Los Angeles Lakers,1,61,8652,8017,3146,6536,2649,5121,497,1415,1863,2743,1079,2471,2009,734,556,1256
1998,Miami Heat,1,55,7787,7383,2850,6327,2302,4783,548,1544,1539,2082,1028,2419,1758,665,429,1226
1998,Milwaukee Bucks,0,36,7748,7905,2918,6399,2669,5696,249,703,1663,2167,1035,2236,1649,733,357,1383
1998,Minnesota Timberwolves,1,45,8290,8232,3157,6844,2854,5971,303,873,1673,2253,1063,2429,2068,639,427,1138
1998,New Jersey Nets,1,43,8170,8041,3055,6928,2745,5991,310,937,1750,2351,1344,2137,1685,777,314,1180
1998,New York Knicks,1,43,7509,7307,2864,6413,2482,5274,382,1139,1399,1812,978,2434,1787,634,278,1247
1998,Orlando Magic,0,41,7387,7475,2771,6455,2478,5548,293,907,1552,2138,1178,2203,1694,649,441,1258
1998,Philadelphia 76ers,0,31,7651,7847,2837,6409,2594,5599,243,810,1734,2352,1125,2294,1729,729,490,1354
1998,Phoenix Suns,1,56,8166,7741,3138,6710,2707,5499,431,1211,1459,1948,991,2452,2124,756,429,1236
1998,Portland Trail Blazers,1,46,7734,7619,2885,6397,2561,5350,324,1047,1640,2226,1086,2522,1766,585,464,1383
1998,Sacramento Kings,0,27,7637,8095,2957,6684,2674,5878,283,806,1440,2096,1094,2304,1836,596,420,1271
1998,San Antonio Spurs,1,56,7587,7260,2898,6187,2596,5324,302,863,1489,2164,984,2638,1839,516,568,1318
1998,Seattle SuperSonics,1,61,8246,7658,3052,6458,2431,4889,621,1569,1521,2109,931,2225,1986,804,376,1145
1998,Toronto Raptors,0,16,7781,8541,2965,6813,2593,5727,372,1086,1479,2060,1187,2149,1746,769,663,1371
1998,Utah Jazz,1,62,8279,7743,2993,6113,2744,5443,249,670,2044,2644,962,2405,2070,648,412,1260
1998,Vancouver Grizzlies,0,19,7923,8522,3006,6567,2681,5669,325,898,1586,2145,1081,2313,1960,614,349,1405
1998,Washington Wizards,0,42,7969,7921,3080,6811,2760,5867,320,944,1489,2156,1121,2341,1900,689,379,1156
2000,Atlanta Hawks,0,28,7735,8176,3000,6807,2742,5993,258,814,1477,1987,1146,2570,1548,500,461,1266
2000,Boston Celtics,0,35,8146,8208,3054,6880,2637,5620,417,1260,1621,2175,1108,2420,1741,795,286,1259
2000,Charlotte Hornets,1,49,8072,7853,2935,6533,2596,5532,339,1001,1863,2458,884,2635,2023,732,480,1206
2000,Chicago Bulls,0,17,6952,7723,2565,6180,2225,5148,340,1032,1482,2089,1032,2323,1645,646,383,1557
2000,Cleveland Cavaliers,0,32,7950,8237,2977,6734,2634,5815,343,919,1653,2205,1010,2499,1941,715,363,1427
2000,Dallas Mavericks,0,40,8316,8363,3195,7047,2676,5721,519,1326,1407,1751,931,2444,1810,592,416,1124
2000,Denver Nuggets,0,35,8115,8289,3057,6911,2587,5514,470,1397,1531,2116,1073,2590,1911,554,618,1281
2000,Detroit Pistons,1,42,8483,8365,3044,6635,2605,5412,439,1223,1956,2506,917,2458,1707,665,273,1288
2000,Golden State Warriors,0,19,7834,8512,2996,7140,2651,6071,345,1069,1497,2147,1300,2438,1851,731,356,1302
2000,Houston Rockets,0,34,8156,8227,3001,6664,2420,5039,581,1625,1573,2145,1008,2586,1774,613,438,1425
2000,Indiana Pacers,1,56,8306,7929,3047,6640,2464,5153,583,1487,1629,2008,842,2612,1857,559,422,1159
2000,Los Angeles Clippers,0,15,7546,8491,2877,6757,2448,5490,429,1267,1363,1826,955,2377,1479,578,494,1325
2000,Los Angeles Lakers,1,67,8267,7566,3137,6836,2793,5789,344,1047,1649,2368,1117,2738,1921,613,534,1143
2000,Miami Heat,1,52,7739,7484,2974,6462,2528,5260,446,1202,1345,1827,921,2619,1931,582,524,1231
2000,Milwaukee Bucks,1,42,8300,8282,3174,6827,2780,5758,394,1069,1558,1982,1016,2373,1852,671,381,1230
2000,Minnesota Timberwolves,1,50,8079,7872,3226,6910,2978,6194,248,716,1379,1769,1016,2471,2205,622,444,1139
2000,New Jersey Nets,0,31,8036,8121,2979,6881,2502,5507,477,1374,1601,2041,1040,2315,1688,720,393,1119
2000,New York Knicks,1,50,7555,7435,2897,6374,2546,5437,351,937,1410,1805,802,2521,1588,515,349,1201
2000,Orlando Magic,0,41,8206,8150,3169,7014,2875,6144,294,870,1574,2142,1145,2540,1709,743,467,1443
2000,Philadelphia 76ers,1,49,7771,7661,2993,6776,2785,6133,208,643,1577,2226,1147,2468,1817,791,386,1284
2000,Phoenix Suns,1,53,8111,7683,3093,6771,2635,5525,458,1246,1467,1934,1022,2558,2098,744,433,1368
2000,Portland Trail Blazers,1,59,7991,7466,3021,6430,2614,5302,407,1128,1542,2029,966,2560,1925,633,396,1243
2000,Sacramento Kings,1,44,8607,8368,3276,7288,2742,5632,534,1656,1521,2016,1056,2635,1953,787,381,1325
2000,San Antonio Spurs,1,53,7886,7399,2952,6393,2622,5511,330,882,1652,2214,927,2666,1819,614,551,1233
2000,Seattle SuperSonics,1,45,8125,8047,3108,6946,2562,5335,546,1611,1363,1960,1042,2483,1878,657,345,1152
2000,Toronto Raptors,1,45,7968,7981,2980,6882,2555,5711,425,1171,1583,2068,1098,2449,1947,666,544,1137
2000,Utah Jazz,1,55,7914,7548,2962,6380,2633,5526,329,854,1661,2150,936,2426,2041,629,446,1220
2000,Vancouver Grizzlies,0,22,7702,8163,2892,6441,2568,5543,324,898,1594,2060,1005,2324,1700,608,346,1381
2000,Washington Wizards,0,29,7921,8190,3010,6681,2675,5791,335,890,1566,2107,1064,2438,1771,593,383,1320
2001,Atlanta Hawks,0,25,7459,7886,2876,6668,2543,5735,333,933,1374,1811,1028,2490,1559,634,387,1368
2001,Boston Celtics,0,36,7759,7934,2773,6485,2181,4852,592,1633,1621,2190,897,2367,1708,769,336,1285
2001,Charlotte Hornets,1,46,7539,7367,2800,6501,2460,5517,340,984,1599,2146,1033,2608,1900,665,455,1183
2001,Chicago Bulls,0,15,7181,7927,2721,6411,2392,5461,329,950,1410,1909,926,2260,1810,675,379,1292
2001,Cleveland Cavaliers,0,30,7561,7909,2890,6532,2670,5873,220,659,1561,2040,1015,2440,1708,642,436,1350
2001,Dallas Mavericks,1,53,8239,7888,3085,6716,2568,5359,517,1357,1552,1954,831,2571,1740,618,492,1141
2001,Denver Nuggets,0,40,7918,8120,2979,6877,2467,5433,512,1444,1448,1964,1044,2583,1970,552,538,1136
2001,Detroit Pistons,0,32,7837,7976,2919,6880,2530,5768,389,1112,1610,2233,1108,2626,1629,613,447,1304
2001,Golden State Warriors,0,17,7584,8326,2937,7175,2655,6211,282,964,1428,2024,1345,2385,1788,742,410,1301
2001,Houston Rockets,0,45,7972,7784,2943,6494,2439,5082,504,1412,1582,2086,919,2524,1613,587,358,1204
2001,Indiana Pacers,1,41,7591,7607,2828,6431,2432,5272,396,1159,1539,2009,921,2595,1763,563,487,1244
2001,Los Angeles Clippers,0,31,7581,7818,2896,6467,2536,5404,360,1063,1429,2061,962,2559,1585,490,513,1293
2001,Los Angeles Lakers,1,56,8251,7974,3109,6685,2670,5410,439,1275,1594,2333,1085,2583,1888,564,490,1184
2001,Miami Heat,1,50,7289,7101,2694,6258,2216,4874,478,1384,1423,1874,813,2435,1630,633,304,1122
2001,Milwaukee Bucks,1,52,8260,7942,3112,6798,2550,5317,562,1481,1474,1874,975,2500,1844,672,386,1123
2001,Minnesota Timberwolves,1,47,7982,7871,3148,6871,2826,5970,322,901,1364,1737,1002,2470,2083,682,456,1136
2001,New Jersey Nets,0,26,7552,7966,2781,6550,2420,5466,361,1084,1629,2146,909,2337,1603,649,407,1208
2001,New York Knicks,1,48,7275,7059,2755,6198,2364,5083,391,1115,1374,1727,773,2524,1520,545,346,1189
2001,Orlando Magic,1,43,7992,7911,3013,6873,2523,5527,490,1346,1476,2068,1069,2450,1803,674,481,1245
2001,Philadelphia 76ers,1,56,7763,7412,2902,6487,2640,5684,262,803,1697,2277,1075,2600,1692,690,408,1292
2001,Phoenix Suns,1,51,7710,7529,2944,6757,2612,5703,332,1054,1490,1973,970,2529,1905,775,429,1250
2001,Portland Trail Blazers,1,50,7824,7480,3004,6417,2635,5360,369,1057,1447,1899,960,2481,1963,672,419,1257
2001,Sacramento Kings,1,55,8343,7866,3132,6969,2653,5616,479,1353,1600,2075,987,2705,1852,793,432,1221
2001,San Antonio Spurs,1,58,7886,7250,2884,6262,2439,5168,445,1094,1673,2340,902,2712,1778,568,576,1145
2001,Seattle SuperSonics,0,44,7978,7976,3029,6649,2563,5480,466,1169,1454,1986,999,2422,1792,657,409,1252
2001,Toronto Raptors,1,47,8007,7822,3048,6972,2619,5808,429,1164,1482,1984,1118,2529,2004,599,519,1080
2001,Utah Jazz,1,53,7959,7574,2960,6289,2635,5437,325,852,1714,2280,943,2383,2110,661,463,1296
2001,Vancouver Grizzlies,0,23,7522,7992,2870,6539,2545,5592,325,947,1457,1892,894,2431,1899,586,359,1291
2001,Washington Wizards,0,19,7645,8192,2833,6453,2558,5605,275,848,1704,2245,1016,2370,1647,630,383,1391
2002,Atlanta Hawks,0,33,7711,8058,2901,6610,2478,5416,423,1194,1486,1942,955,2445,1656,667,350,1275
2002,Boston Celtics,1,49,7901,7720,2852,6731,2153,4785,699,1946,1498,1960,891,2570,1722,793,292,1114
2002,Charlotte Hornets,1,44,7700,7621,2893,6580,2547,5586,346,994,1568,2105,1059,2505,1759,653,456,1150
2002,Chicago Bulls,0,21,7335,8035,2811,6491,2511,5623,300,868,1413,1958,924,2359,1817,633,361,1252
2002,Cleveland Cavaliers,0,29,7812,8085,2948,6582,2561,5556,387,1026,1529,1980,968,2483,1891,572,470,1196
2002,Dallas Mavericks,1,57,8629,8280,3200,6930,2579,5285,621,1645,1608,1994,918,2568,1811,581,392,992
2002,Denver Nuggets,0,27,7559,8036,2915,6870,2492,5585,423,1285,1306,1756,1117,2310,1817,613,462,1205
2002,Detroit Pistons,1,50,7735,7560,2845,6300,2278,4791,567,1509,1478,1954,810,2366,1765,648,565,1193
2002,Golden State Warriors,0,21,8009,8452,2998,6989,2678,5995,320,994,1693,2344,1334,2493,1706,650,523,1378
2002,Houston Rockets,0,28,7572,7973,2837,6629,2341,5149,496,1480,1402,1893,1025,2411,1482,537,445,1156
2002,Indiana Pacers,1,42,7938,7916,2935,6580,2530,5385,405,1195,1663,2155,930,2568,1884,658,436,1249
2002,Los Angeles Clippers,0,39,7846,7884,2970,6668,2562,5521,408,1147,1498,2026,1083,2474,1714,510,540,1214
2002,Los Angeles Lakers,1,58,8304,7720,3150,6840,2640,5401,510,1439,1494,2138,1022,2607,1882,625,478,1040
2002,Memphis Grizzlies,0,23,7372,7982,2851,6535,2515,5439,336,1096,1334,1883,984,2413,1785,646,488,1344
2002,Miami Heat,0,36,7150,7276,2801,6382,2489,5483,312,899,1236,1708,902,2544,1664,547,448,1217
2002,Milwaukee Bucks,0,41,7996,8014,3041,6577,2448,4994,593,1583,1321,1767,841,2557,1847,596,388,1157
2002,Minnesota Timberwolves,1,50,8145,7868,3175,6887,2779,5840,396,1047,1399,1754,1059,2562,1993,524,427,1097
2002,New Jersey Nets,1,52,7889,7548,3042,6816,2639,5622,403,1194,1402,1907,1039,2515,1990,716,490,1189
2002,New York Knicks,0,30,7514,7841,2817,6520,2343,5176,474,1344,1406,1786,876,2458,1720,558,288,1192
2002,Orlando Magic,1,44,8240,8111,3087,6893,2467,5233,620,1660,1446,1917,942,2440,1804,665,384,1119
2002,Philadelphia 76ers,1,43,7461,7330,2804,6436,2590,5721,214,715,1639,2104,1092,2534,1638,705,363,1256
2002,Phoenix Suns,0,36,7802,7858,3097,6934,2739,5838,358,1096,1250,1630,1072,2430,1838,668,401,1205
2002,Portland Trail Blazers,1,49,7925,7680,3004,6671,2538,5353,466,1318,1451,1901,1085,2444,1926,702,368,1172
2002,Sacramento Kings,1,61,8578,7954,3267,7003,2841,5843,426,1160,1618,2154,1013,2702,1958,741,375,1128
2002,San Antonio Spurs,1,58,7932,7423,2913,6363,2475,5152,438,1211,1668,2249,907,2566,1643,625,537,1180
2002,Seattle SuperSonics,1,45,8014,7766,3131,6681,2642,5389,489,1292,1263,1672,968,2333,1926,698,364,1124
2002,Toronto Raptors,1,42,7494,7530,2919,6727,2532,5618,387,1109,1269,1717,1114,2336,1779,688,454,1174
2002,Utah Jazz,1,44,7871,7798,2869,6374,2589,5532,280,842,1853,2430,1109,2349,1999,749,523,1353
2002,Washington Wizards,0,37,7609,7724,2938,6664,2633,5878,305,786,1428,1866,1055,2393,1715,570,354,1068
2003,Atlanta Hawks,0,35,7714,8006,2859,6434,2457,5293,402,1141,1594,2011,937,2558,1679,611,473,1367
2003,Boston Celtics,1,44,7599,7631,2700,6509,1981,4354,719,2155,1480,1994,849,2471,1575,720,303,1147
2003,Chicago Bulls,0,30,7786,8207,2991,6714,2642,5717,349,997,1455,2014,985,2541,1782,605,461,1388
2003,Cleveland Cavaliers,0,17,7495,8284,2850,6746,2557,5850,293,896,1502,2012,1118,2542,1712,636,521,1501
2003,Dallas Mavericks,1,60,8444,7806,3161,6982,2525,5314,636,1668,1486,1793,912,2544,1837,665,449,949
2003,Denver Nuggets,0,17,6901,7580,2689,6544,2460,5720,229,824,1294,1850,1112,2363,1737,712,422,1514
2003,Detroit Pistons,1,50,7492,7190,2700,6277,2167,4789,533,1488,1559,2021,883,2445,1620,556,468,1104
2003,Golden State Warriors,0,38,8400,8493,3061,6941,2636,5706,425,1235,1853,2382,1284,2546,1712,594,506,1295
2003,Houston Rockets,0,43,7688,7567,2840,6461,2401,5194,439,1267,1569,2044,1024,2564,1506,594,493,1276
2003,Indiana Pacers,1,48,7940,7654,2911,6608,2532,5489,379,1119,1739,2271,1004,2622,1910,696,443,1210
2003,Los Angeles Clippers,0,27,7693,8031,2835,6490,2445,5312,390,1178,1633,2177,1008,2462,1605,574,461,1291
2003,Los Angeles Lakers,1,50,8230,8039,3091,6856,2605,5489,486,1367,1562,2129,1078,2554,1909,639,470,1192
2003,Memphis Grizzlies,0,28,7995,8260,3049,6743,2582,5464,467,1279,1430,1936,943,2466,1892,651,500,1262
2003,Miami Heat,0,25,7016,7430,2688,6517,2340,5417,348,1100,1292,1689,948,2464,1501,592,324,1167
2003,Milwaukee Bucks,1,42,8158,8139,3045,6670,2460,5144,585,1526,1483,1911,876,2367,1823,622,344,1044
2003,Minnesota Timberwolves,1,51,8046,7876,3172,6809,2876,6005,296,804,1406,1826,959,2614,2070,553,433,1124
2003,New Jersey Nets,1,49,7820,7392,2906,6585,2560,5544,346,1041,1662,2195,991,2528,1887,717,374,1212
2003,New Orleans Hornets,1,47,7699,7526,2914,6695,2510,5620,404,1075,1467,1910,1097,2475,1807,656,394,1212
2003,New York Knicks,0,37,7860,7971,2967,6725,2361,5143,606,1582,1320,1620,842,2376,1800,579,255,1149
2003,Orlando Magic,1,42,8078,8067,2947,6763,2379,5173,568,1590,1616,2079,958,2392,1676,696,300,1177
2003,Philadelphia 76ers,1,48,7941,7752,2975,6640,2730,5853,245,787,1746,2253,1042,2415,1771,844,284,1212
2003,Phoenix Suns,1,44,7834,7741,3005,6776,2611,5627,394,1149,1430,1928,1049,2440,1719,665,404,1208
2003,Portland Trail Blazers,1,50,7803,7589,2987,6491,2608,5341,379,1150,1450,1947,992,2378,1860,725,316,1248
2003,Sacramento Kings,1,59,8342,7809,3242,6990,2751,5702,491,1288,1367,1832,900,2751,2034,736,457,1192
2003,San Antonio Spurs,1,60,7856,7412,2908,6297,2459,5027,449,1270,1591,2194,939,2556,1636,629,529,1295
2003,Seattle SuperSonics,0,40,7555,7565,2887,6599,2431,5308,456,1291,1325,1780,963,2385,1775,679,295,1085
2003,Toronto Raptors,0,24,7453,7934,2847,6664,2438,5471,409,1193,1350,1879,1023,2355,1583,609,392,1181
2003,Utah Jazz,1,47,7762,7566,2894,6189,2670,5548,224,641,1750,2349,1021,2381,2103,708,467,1374
2003,Washington Wizards,0,37,7502,7585,2816,6394,2563,5583,253,811,1617,2077,917,2395,1612,621,390,1095
2004,Atlanta Hawks,0,28,7611,7992,2829,6529,2410,5280,419,1249,1534,1976,996,2507,1648,627,408,1350
2004,Boston Celtics,1,36,7811,7930,2843,6415,2290,4816,553,1599,1572,2095,851,2440,1683,770,331,1332
2004,Chicago Bulls,0,23,7355,7876,2798,6753,2369,5497,429,1256,1330,1834,1048,2519,1793,659,396,1321
2004,Cleveland Cavaliers,0,35,7619,7834,2922,6753,2675,5967,247,786,1528,2030,1118,2619,1808,585,537,1216
2004,Dallas Mavericks,1,52,8626,8262,3322,7230,2815,5774,507,1456,1475,1854,1174,2538,1963,656,437,1000
2004,Denver Nuggets,1,43,7972,7884,2993,6763,2662,5778,331,985,1655,2159,1083,2387,1794,745,520,1278
2004,Detroit Pistons,1,54,7388,6909,2747,6314,2414,5346,333,968,1561,2074,1014,2492,1702,659,570,1241
2004,Golden State Warriors,0,37,7649,7709,2875,6511,2446,5228,429,1283,1470,2028,1002,2533,1681,576,389,1211
2004,Houston Rockets,1,45,7362,7220,2738,6195,2223,4789,515,1406,1371,1774,847,2647,1579,560,443,1373
2004,Indiana Pacers,1,61,7493,7021,2753,6322,2304,5041,449,1281,1538,2014,965,2452,1774,726,411,1182
2004,Los Angeles Clippers,0,28,7771,8147,2817,6579,2488,5555,329,1024,1808,2302,1149,2416,1653,594,376,1344
2004,Los Angeles Lakers,1,56,8052,7732,3028,6676,2663,5561,365,1115,1631,2352,1001,2535,1948,682,379,1132
2004,Memphis Grizzlies,1,50,7930,7730,2963,6657,2516,5343,447,1314,1557,2143,1047,2381,1915,795,565,1226
2004,Miami Heat,1,42,7402,7359,2729,6417,2244,5060,485,1357,1459,1915,940,2459,1565,590,313,1137
2004,Milwaukee Bucks,1,41,8039,7952,2970,6650,2569,5505,401,1145,1698,2192,960,2502,1872,554,383,1110
2004,Minnesota Timberwolves,1,58,7753,7303,3033,6571,2707,5674,326,897,1361,1743,875,2645,1890,561,462,1043
2004,New Jersey Nets,1,47,7401,7196,2813,6372,2436,5249,377,1123,1398,1856,862,2473,2009,709,322,1209
2004,New Orleans Hornets,1,41,7529,7537,2772,6605,2241,4939,531,1666,1454,1937,1091,2418,1716,708,346,1228
2004,New York Knicks,1,39,7542,7663,2881,6513,2475,5398,406,1115,1374,1732,950,2543,1695,608,391,1289
2004,Orlando Magic,0,21,7711,8287,2904,6768,2475,5520,429,1248,1474,2000,1003,2350,1584,547,308,1123
2004,Philadelphia 76ers,0,33,7215,7419,2682,6260,2343,5268,339,992,1512,2009,941,2408,1640,654,358,1307
2004,Phoenix Suns,0,29,7723,8030,2958,6671,2543,5469,415,1202,1392,1865,924,2406,1586,734,383,1249
2004,Portland Trail Blazers,0,41,7440,7544,2898,6467,2517,5365,381,1102,1263,1728,1040,2376,1768,613,443,1213
2004,Sacramento Kings,1,55,8433,8022,3103,6711,2502,5213,601,1498,1626,2044,888,2492,2152,710,325,1137
2004,San Antonio Spurs,1,57,7501,6909,2842,6434,2434,5294,408,1140,1409,2069,1029,2669,1676,661,537,1203
2004,Seattle SuperSonics,0,37,7964,8016,2939,6590,2216,4654,723,1936,1363,1782,907,2318,1782,661,387,1188
2004,Toronto Raptors,0,33,7006,7253,2654,6348,2193,5054,461,1294,1237,1650,830,2419,1574,604,402,1164
2004,Utah Jazz,0,42,7271,7371,2690,6172,2438,5386,252,786,1639,2196,1103,2272,1671,583,494,1365
2004,Washington Wizards,0,25,7528,7990,2758,6556,2325,5287,433,1269,1579,2211,1115,2392,1537,733,406,1439
2005,Atlanta Hawks,0,13,7605,8401,2942,6672,2638,5699,304,973,1417,1994,1100,2335,1614,629,344,1319
2005,Boston Celtics,1,45,8304,8233,3046,6511,2609,5259,437,1252,1775,2323,909,2438,1810,667,423,1297
2005,Charlotte Bobcats,0,18,7729,8220,2961,6859,2641,5978,320,881,1487,2096,1083,2335,1794,695,440,1192
2005,Chicago Bulls,1,47,7745,7658,2849,6592,2338,5159,511,1433,1536,2048,1001,2591,1743,576,369,1371
2005,Cleveland Cavaliers,0,42,7914,7849,2990,6687,2690,5783,300,904,1634,2174,1117,2352,1851,654,461,1141
2005,Dallas Mavericks,1,58,8405,7934,3058,6691,2595,5418,463,1273,1826,2314,990,2530,1610,708,461,1102
2005,Denver Nuggets,1,49,8161,7995,3038,6615,2718,5675,320,940,1765,2313,967,2473,1958,750,489,1224
2005,Detroit Pistons,1,54,7653,7336,2851,6421,2488,5368,363,1053,1588,2150,1054,2507,1787,576,497,1133
2005,Golden State Warriors,0,34,8094,8271,3029,7039,2405,5265,624,1774,1412,1955,1069,2436,1811,642,420,1112
2005,Houston Rockets,1,51,7796,7465,2846,6419,2293,4898,553,1521,1551,1986,874,2601,1733,563,378,1135
2005,Indiana Pacers,1,44,7626,7564,2668,6169,2126,4594,542,1575,1748,2206,868,2418,1489,615,357,1173
2005,Los Angeles Clippers,0,37,7849,7912,2924,6368,2693,5699,231,669,1770,2274,980,2455,1901,599,422,1290
2005,Los Angeles Lakers,0,34,8095,8338,2895,6629,2251,4816,644,1813,1661,2137,1028,2511,1672,508,344,1176
2005,Memphis Grizzlies,1,45,7661,7473,2802,6271,2271,4785,531,1486,1526,2024,887,2307,1716,699,476,1197
2005,Miami Heat,1,59,8327,7792,3097,6368,2622,5108,475,1260,1658,2466,887,2639,1790,528,474,1127
2005,Milwaukee Bucks,0,30,7973,8218,2964,6580,2639,5655,325,925,1720,2229,985,2405,1720,529,289,1132
2005,Minnesota Timberwolves,0,44,7934,7815,3045,6629,2650,5484,395,1145,1449,1820,947,2580,1918,460,447,1079
2005,New Jersey Nets,1,42,7496,7619,2753,6419,2318,5216,435,1203,1555,2039,855,2387,1772,650,308,1164
2005,New Orleans Hornets,0,18,7252,7832,2718,6556,2303,5240,415,1316,1401,1830,1019,2281,1724,550,310,1217
2005,New York Knicks,0,33,7977,8177,2978,6599,2537,5359,441,1240,1580,2060,965,2393,1665,629,260,1204
2005,Orlando Magic,0,36,8160,8344,3034,6679,2714,5763,320,916,1772,2335,1038,2544,1583,633,441,1322
2005,Philadelphia 76ers,1,43,8128,8189,2946,6736,2441,5283,505,1453,1731,2194,909,2536,1710,756,321,1274
2005,Phoenix Suns,1,62,9054,8470,3351,7018,2555,4992,796,2026,1556,2080,967,2652,1927,572,453,1125
2005,Portland Trail Blazers,0,27,7621,7949,2896,6422,2476,5261,420,1161,1409,1944,970,2404,1722,583,544,1308
2005,Sacramento Kings,1,50,8505,8328,3203,6978,2681,5582,522,1396,1577,2004,1023,2455,2005,674,316,1073
2005,San Antonio Spurs,1,59,7888,7248,2923,6450,2416,5055,507,1395,1535,2120,987,2489,1771,613,543,1126
2005,Seattle SuperSonics,1,52,8113,7925,2882,6498,2216,4674,666,1824,1683,2131,1041,2311,1487,553,338,1113
2005,Toronto Raptors,0,33,8178,8311,2952,6656,2304,4975,648,1681,1626,2101,844,2444,1670,621,317,1087
2005,Utah Jazz,0,26,7625,7975,2828,6301,2578,5539,250,762,1719,2272,1047,2243,1826,541,374,1292
2005,Washington Wizards,1,45,8241,8268,2966,6794,2452,5296,514,1498,1795,2476,1133,2374,1563,716,347,1172
2006,Atlanta Hawks,0,26,7972,8362,2946,6496,2522,5342,424,1154,1656,2207,1069,2232,1625,587,394,1284
2006,Boston Celtics,0,33,8033,8159,2951,6322,2484,5032,467,1290,1664,2204,813,2432,1716,578,422,1359
2006,Charlotte Bobcats,0,26,7943,8271,2961,6843,2533,5582,428,1261,1593,2186,990,2270,1717,822,354,1167
2006,Chicago Bulls,1,41,8020,7968,3004,6737,2444,5260,560,1477,1452,1967,906,2602,1804,508,345,1224
2006,Cleveland Cavaliers,1,50,8002,7819,2908,6412,2411,4947,497,1465,1689,2318,959,2511,1560,567,392,1137
2006,Dallas Mavericks,1,60,8130,7632,2948,6375,2532,5262,416,1113,1818,2322,1030,2431,1473,593,488,1112
2006,Denver Nuggets,1,44,8227,8208,3078,6672,2728,5596,350,1076,1721,2312,903,2486,1921,698,463,1216
2006,Detroit Pistons,1,64,7941,7394,2983,6558,2426,5107,557,1451,1418,1950,975,2347,1971,580,490,931
2006,Golden State Warriors,0,34,8076,8187,2939,6785,2314,4953,625,1832,1573,2190,980,2485,1694,604,357,1156
2006,Houston Rockets,0,34,7387,7517,2708,6252,2239,4838,469,1414,1502,1980,849,2565,1580,588,320,1193
2006,Indiana Pacers,1,41,7699,7544,2786,6274,2250,4738,536,1536,1591,2158,898,2559,1631,598,409,1254
2006,Los Angeles Clippers,1,47,7970,7841,2993,6443,2703,5600,290,843,1694,2142,828,2704,1708,534,503,1185
2006,Los Angeles Lakers,1,45,8154,7949,2992,6607,2440,5024,552,1583,1618,2172,970,2488,1734,628,350,1143
2006,Memphis Grizzlies,1,49,7558,7255,2746,6125,2156,4547,590,1578,1476,2077,834,2379,1586,600,442,1134
2006,Miami Heat,1,52,8191,7874,3039,6355,2542,4914,497,1441,1616,2310,858,2675,1692,522,442,1186
2006,Milwaukee Bucks,1,40,8020,8105,2976,6566,2469,5231,507,1335,1561,2115,929,2448,1769,597,270,1197
2006,Minnesota Timberwolves,0,33,7522,7676,2888,6340,2578,5398,310,942,1436,1895,811,2422,1716,559,471,1189
2006,New Jersey Nets,1,49,7691,7579,2778,6317,2301,4870,477,1447,1658,2187,822,2539,1884,558,278,1119
2006,New Orleans/Oklahoma City Hornets,0,38,7611,7842,2831,6428,2531,5543,300,885,1649,2176,918,2379,1519,611,311,1095
2006,New York Knicks,0,23,7842,8367,2822,6206,2502,5322,320,884,1878,2587,1034,2360,1468,555,271,1449
2006,Orlando Magic,0,36,7784,7872,2911,6167,2612,5371,299,796,1663,2277,892,2402,1495,532,362,1240
2006,Philadelphia 76ers,0,38,8147,8307,3001,6546,2626,5515,375,1031,1770,2330,873,2425,1653,651,404,1159
2006,Phoenix Suns,1,54,8886,8431,3430,7167,2593,5070,837,2097,1189,1475,778,2650,2179,549,412,1088
2006,Portland Trail Blazers,0,21,7285,8060,2791,6267,2427,5225,364,1042,1339,1944,886,2203,1490,529,435,1205
2006,Sacramento Kings,1,44,8106,7980,2954,6500,2460,5092,494,1408,1704,2173,852,2473,1825,608,299,1199
2006,San Antonio Spurs,1,63,7837,7278,2993,6342,2469,4980,524,1362,1327,1891,851,2548,1717,543,467,1126
2006,Seattle SuperSonics,0,35,8411,8659,3077,6711,2472,5080,605,1631,1652,2104,1013,2233,1696,622,306,1208
2006,Toronto Raptors,0,27,8287,8532,3013,6639,2405,5019,608,1620,1653,2089,864,2291,1593,529,272,1071
2006,Utah Jazz,0,41,7573,7789,2744,6207,2433,5282,311,925,1774,2466,1071,2380,1772,524,492,1290
2006,Washington Wizards,1,42,8336,8184,2975,6656,2478,5262,497,1394,1889,2496,1035,2344,1523,658,339,1143
2007,Atlanta Hawks,0,30,7680,8070,2831,6372,2490,5334,341,1038,1677,2203,976,2312,1573,609,446,1306
2007,Boston Celtics,0,24,7857,8137,2858,6454,2387,5171,471,1283,1670,2178,918,2391,1630,589,382,1350
